system:index,area,band,class,class_name,.geo
20_0_20,1024.683200669,classification_2005,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_21,1.964267292541504,classification_2005,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_22,53.71772391967758,classification_2005,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_23,168.1987973024253,classification_2005,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_0,0.1089471951904297,classification_2006,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_1,24032.480954048166,classification_2006,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_2,498.6048324878588,classification_2006,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_3,7.809019550476093,classification_2006,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_4,1553.3928848035216,classification_2006,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_5,272.6951090772214,classification_2006,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_6,227.4372040322278,classification_2006,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_7,0.9859665010986332,classification_2006,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_8,43670.12413567461,classification_2006,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_9,0.26521839306640616,classification_2006,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_10,12886.073588865904,classification_2006,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_11,30.16465338411801,classification_2006,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_12,408.9570419218125,classification_2006,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_13,57.04968777844743,classification_2006,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_14,1056.7428481532013,classification_2006,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_15,123.12998748265927,classification_2006,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_16,0.5484412772827142,classification_2006,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_17,684.6878710581025,classification_2006,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_18,0.039891120544433605,classification_2006,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_19,20.924297207702505,classification_2006,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_20,1058.2169996461043,classification_2006,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_21,1.9642857288208009,classification_2006,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_22,53.972128472106824,classification_2006,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_23,169.30341389977767,classification_2006,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_0,0.11994226495361328,classification_2007,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_1,24418.913599275686,classification_2007,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_2,538.7448012918727,classification_2007,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_3,7.846267951965361,classification_2007,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_4,1656.8257868566807,classification_2007,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_5,283.1312115177072,classification_2007,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_6,230.05284505786386,classification_2007,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_7,1.0901172090454112,classification_2007,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_8,42900.618682607106,classification_2007,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_9,0.4983515512084952,classification_2007,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_10,13033.79707108265,classification_2007,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_11,30.915563837858446,classification_2007,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_12,414.4944769757061,classification_2007,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_13,58.24428132543945,classification_2007,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_14,1064.9596753439955,classification_2007,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_15,126.86931214916548,classification_2007,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_16,0.5433638157348621,classification_2007,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_17,684.8653763925731,classification_2007,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_18,0.05426212548828126,classification_2007,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_19,22.14216639099126,classification_2007,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_20,1112.8380731211532,classification_2007,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_21,2.0260459658813477,classification_2007,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_22,54.05397453564456,classification_2007,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_23,172.0341591136451,classification_2007,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_0,0.11992773052978518,classification_2008,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_1,24700.936583794897,classification_2008,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_2,564.4321767255786,classification_2008,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_3,7.57116703112791,classification_2008,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_4,1751.2004158384343,classification_2008,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_5,276.89158085285555,classification_2008,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_6,233.37644525103823,classification_2008,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_7,1.1712432221679698,classification_2008,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_8,42118.71290482223,classification_2008,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_9,0.55241895361328,classification_2008,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_10,13361.180215611399,classification_2008,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_11,33.85941016769249,classification_2008,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_12,421.0606142049529,classification_2008,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_13,57.38858766387939,classification_2008,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_14,1070.5805167857657,classification_2008,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_15,132.01996415447672,classification_2008,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_16,0.544212197509764,classification_2008,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_17,682.4387967701344,classification_2008,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_18,0.019464944213867186,classification_2008,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_19,21.925413953430116,classification_2008,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_20,1148.6351920855172,classification_2008,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_21,2.055714711120606,classification_2008,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_22,53.46975384960946,classification_2008,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_23,175.5366864375587,classification_2008,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_0,0.13851681323242193,classification_2009,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_1,25063.757458804706,classification_2009,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_2,562.3837169549493,classification_2009,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_3,7.383254997802722,classification_2009,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_4,1934.7094735593812,classification_2009,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_5,266.48811301997756,classification_2009,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_6,234.01494884369123,classification_2009,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_7,1.1279796307373053,classification_2009,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_8,41468.80419042811,classification_2009,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_9,0.5693391370849603,classification_2009,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_10,13412.41625408138,classification_2009,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_11,39.81216712679918,classification_2009,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_12,428.2412497821017,classification_2009,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_13,56.903666318542484,classification_2009,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_14,1079.951245393248,classification_2009,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_15,135.08338550048313,classification_2009,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_16,0.56029392614746,classification_2009,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_17,693.5888680455872,classification_2009,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_18,20.49437638500971,classification_2009,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_19,1181.3898151907958,classification_2009,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_20,2.059012874694825,classification_2009,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_21,53.55878636932401,classification_2009,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_22,172.24329457598648,classification_2009,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_0,0.0878416600341797,classification_2010,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_1,25487.089150015676,classification_2010,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_2,576.4512877205764,classification_2010,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_3,7.2469871583862435,classification_2010,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_4,2034.3542506725237,classification_2010,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_5,235.03634664405445,classification_2010,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_6,237.32515477844805,classification_2010,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_7,0.9511042753906251,classification_2010,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_8,41142.36548108003,classification_2010,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_9,0.48659363842773506,classification_2010,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_10,13221.10041809582,classification_2010,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_11,40.98264841036847,classification_2010,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_12,439.01546963445713,classification_2010,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_13,55.55696766339116,classification_2010,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_14,1076.5166235468116,classification_2010,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_15,138.2297893777407,classification_2010,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_16,0.5763747415771479,classification_2010,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_17,683.7116619340144,classification_2010,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_18,20.80925651525873,classification_2010,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_19,1199.2548312184497,classification_2010,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_20,2.0477881433715823,classification_2010,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_21,52.8192416442875,classification_2010,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_22,163.66413919018555,classification_2010,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_0,0.10724927716064457,classification_2011,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_1,25665.282959482516,classification_2011,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_2,558.1719591990941,classification_2011,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_3,7.310470187988283,classification_2011,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_4,2119.8487931838736,classification_2011,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_5,202.02039065948247,classification_2011,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_6,239.64218825971037,classification_2011,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_7,0.9408369355468746,classification_2011,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_8,40858.92879377216,classification_2011,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_9,0.49928134533691476,classification_2011,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_10,13228.96501502421,classification_2011,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_11,37.84393596945057,classification_2011,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_12,451.91730236931977,classification_2011,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_13,55.60661165502934,classification_2011,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_14,1067.9447177439583,classification_2011,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_15,142.83460929155976,classification_2011,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_16,0.6170007038574212,classification_2011,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_17,693.2100061467236,classification_2011,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_18,23.192526255248914,classification_2011,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_19,1246.7620783606594,classification_2011,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_20,2.0408303884277337,classification_2011,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_21,52.362352288513584,classification_2011,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_22,159.62949925915456,classification_2011,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_0,0.10556380780029297,classification_2012,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_1,25646.92122000734,classification_2012,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_2,562.8223601131522,classification_2012,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_3,7.41711898071288,classification_2012,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_4,2152.201165249401,classification_2012,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_5,181.8153780921567,classification_2012,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_6,242.43501901270056,classification_2012,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_7,0.7978973980102533,classification_2012,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_8,40509.20620419717,classification_2012,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_9,0.27880833978271463,classification_2012,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_10,13481.409810990275,classification_2012,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_11,33.697126622281466,classification_2012,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_12,463.63105583025686,classification_2012,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_13,56.34561030700758,classification_2012,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_14,1062.5264546663202,classification_2012,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_15,146.93516925573132,classification_2012,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_16,0.6051590035400387,classification_2012,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_17,685.0272996915847,classification_2012,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_18,26.580042572387537,classification_2012,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_19,1345.220465710253,classification_2012,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_20,2.016330296569824,classification_2012,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_21,50.868201504455925,classification_2012,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_22,156.81594611004644,classification_2012,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_0,0.1021890985107422,classification_2013,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_1,25585.72315631883,classification_2013,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_2,584.4092149657545,classification_2013,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_3,7.286770002502447,classification_2013,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_4,2189.474791595776,classification_2013,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_5,164.72673668840687,classification_2013,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_6,245.6915844806571,classification_2013,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_7,0.9373529257812488,classification_2013,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_8,40284.445659825134,classification_2013,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_9,0.21544122137451163,classification_2013,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_10,13573.148419824369,classification_2013,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_11,32.47645656313852,classification_2013,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_12,477.84369898382147,classification_2013,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_13,58.58962230603101,classification_2013,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_14,1060.485550839659,classification_2013,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_15,150.94594110778235,classification_2013,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_16,0.5789270338745109,classification_2013,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_17,665.8839266769352,classification_2013,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_18,31.878312696044876,classification_2013,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_19,1488.37217994585,classification_2013,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_20,2.0086851577148437,classification_2013,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_21,50.76339202911406,classification_2013,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_22,159.6913974724102,classification_2013,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_0,0.10809529364013673,classification_2014,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_1,25488.37161801044,classification_2014,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_2,629.2121278818269,classification_2014,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_3,6.927024687072814,classification_2014,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_4,2234.3424300229676,classification_2014,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_5,161.70079412212235,classification_2014,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_6,248.0686179862736,classification_2014,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_7,1.3963581934814466,classification_2014,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_8,40114.98933617131,classification_2014,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_9,0.1892528654174805,classification_2014,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_10,13524.99812522703,classification_2014,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_11,30.49568517684782,classification_2014,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_12,490.3454608037685,classification_2014,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_13,63.3015822697754,classification_2014,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_14,1068.2450272165504,classification_2014,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_15,156.0715667094688,classification_2014,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_16,0.5975538934936512,classification_2014,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_17,672.3996040981377,classification_2014,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_18,0.020355044067382817,classification_2014,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_19,34.37324211724848,classification_2014,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_20,1671.1126868220913,classification_2014,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_21,1.9809432163696297,classification_2014,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_22,50.42006522259553,classification_2014,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_23,166.01185470751716,classification_2014,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_0,0.07263454486083985,classification_2015,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_1,25469.91715397884,classification_2015,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_2,679.7255240861105,classification_2015,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_3,5.76315045410152,classification_2015,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_4,2225.78448626838,classification_2015,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_5,157.89717203783687,classification_2015,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_6,248.99296122876737,classification_2015,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_7,1.6212221131591833,classification_2015,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_8,39782.9828795869,classification_2015,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_9,0.16137556353759772,classification_2015,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_10,13712.26224809808,classification_2015,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_11,30.101377661283774,classification_2015,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_12,501.05455540020614,classification_2015,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_13,72.22877767797853,classification_2015,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_14,1081.7065680201395,classification_2015,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_15,161.74674552880523,classification_2015,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_16,0.6263317469482421,classification_2015,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_17,642.7650273217129,classification_2015,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_18,0.020355044067382817,classification_2015,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_19,37.551903466308694,classification_2015,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_20,1782.7785883246156,classification_2015,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_21,1.8924408891601565,classification_2015,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
